order_id,user_id,product_id,quantity,order_date,total_price
747aaae893e94131880f26cfb5c09d8d,7dce916a47f54dbe8ce8e86953fd1563,34fc6c1a7c044ac2918e809ee2b00e88,4,2024-08-11 22:21:24,1494.26
60002edd949249268c54e1d5d3b4d9dc,f0bf0473bd5b4239bd43063bf2bca906,d06b86b083344dd6a63550e34204d4c1,4,2023-10-11 22:21:24,1985.02
6c5b9af7f991497ba809ba7568383dca,0d25113f9e5f4a409bd6235807a7c8f5,a20273cd79194c10a736ed78682e9dc8,4,2023-12-25 22:21:24,1482.46
05eb3e8904844c7bbf91380efd7e3213,3c5fdd567dcf43e9a3e2dccdff7eaec9,185ed49f29bd46acbc30812db697029e,4,2024-03-17 22:21:24,1149.29
e9adc4364b804e1d82393dd2bfcb7f15,857c3d07cb4349e9b848b72ae36f56c5,515d16c0029e423a9d88a11efede4744,1,2023-12-06 22:21:24,346.83
6db6c6ec6fe94329ad86918ce01ffe66,558dab7e2abf4e7da712e2a4672fd96d,7c1abcad5ec9455997bdc89e74706431,3,2024-08-01 22:21:24,315.03
9056f0fc7c7d4a7e9e24e257c59afb21,f59a8660d9c74526b1e6a0e927145f78,7c1abcad5ec9455997bdc89e74706431,5,2024-07-14 22:21:24,81.44
cac8d4a171d841fd836d6ef4c6a01cd6,0c7f20df8a0e454fbbcbcbcbbb203f23,6bff76f77f1c4f8bbdf22aa6ad817ea9,4,2024-05-26 22:21:24,1072.53
c75bc8c8781f4c0faeb06bc513fc53df,4c8341aa02864996ad0936463f1d15e7,23de41ed7e0249a8bad59df1d0537706,1,2023-12-13 22:21:24,1395.85
60e01cedc55a4cf3ac379fb728ec759c,d059c83c805942d296cf464f2bd3cf44,5f38ff6c7fa04e60889e586499df1041,2,2024-08-15 22:21:24,1315.65
3b165f71d0b34546bd4d57d00d30debc,cf445ef32ed34604b360fc009ff60030,8ce04706dc88494fad0bfb4e6585c74e,1,2024-06-14 22:21:24,472.18
c240ba43eac6425a958a319518a61a45,056a263723bd4de7a475baf25b6dc953,5978f801a94a4c5694196936d1a308f4,5,2024-01-21 22:21:24,1576.2
d314f3b2c46e4f2d8b16264880f9377e,9b1a25b4c6e046a497f3375f95115c53,f33227762bef48c580cc27631eebff17,2,2024-07-29 22:21:24,1788.13
dfc77e37a83d49149b6881fc0c5a6053,70d4c013785342048a6cd5077a6f60fe,d639040857d049cdafe1f6598226f3db,3,2023-10-18 22:21:24,1917.37
210837310979439a84d623f0cf396c49,aef7f3194e2845f6a6077da709a20709,48fa708814494e908ae54f01d17fcba0,3,2023-10-28 22:21:24,155.89
77ad0d8026924c1bb301174924dab2dc,759a64ed779845adad283aef5ce7a08c,9d2fc9d1017d4906b1a9bca923670570,4,2023-11-11 22:21:24,658.69
f7232a42358943d995c8456bba37d98d,4c8341aa02864996ad0936463f1d15e7,a4ee51da8dde4d15a1d15dd8111886a3,2,2024-06-24 22:21:24,305.83
85f76c3149124ba89d3c2c20766dd2c9,ee14697fc9c44d2ea33222d2afe233f8,6d30feba7ad44a7cba619db34814f49b,2,2024-03-01 22:21:24,138.37
ee92212e2cc64cb298afebcfee3bbdc6,ac6dcf077e2b4ced8f7f0d43cce59102,a9e33f688ebe4d449c274d7f2b5d3484,1,2024-01-14 22:21:24,1456.17
2e5cb6496772476f83b7e02f03563c27,19891573535f4f618b0b77abebc7f410,431ccaf8dda345bb85d619e038655d5f,5,2024-02-19 22:21:24,723.5
6de4ebd54b9c44478c84469a88c2cd3d,e6466aec70fd4658961fb7165df5eabc,a5182de61ebf47a9bd41491f834f17fb,5,2024-06-20 22:21:24,1083.94
c8df8eb19e444139923c9b4436569729,7dca9b12c8174f6cb479b8a1c821353e,27f544d1cd1c442890be93c350332a16,3,2023-12-05 22:21:24,719.22
abb4787feccd4e0590cea9f8e9fbde65,420884a694f04b96ab602450ec00e370,48fa708814494e908ae54f01d17fcba0,3,2024-05-04 22:21:24,1616.77
cbbd29788e604ecbab24afa2ce0aad7d,857c3d07cb4349e9b848b72ae36f56c5,50436e6fc1f8471fb5c1d7c61984abcf,4,2024-07-23 22:21:24,15.28
7448e7131ac4426aaa9d2ccae532f11b,66b6c1b85e414138a60439697f95fbab,7c1abcad5ec9455997bdc89e74706431,3,2023-10-25 22:21:24,1848.59
7a9040ae570744c38b33eb0c80c01200,5e18cfa36d5c4fa59219e735e5e11421,e696343231fe45549c58d34242ceff4d,3,2024-09-12 22:21:24,119.63
22811164b5fc4985b3b8069a12d34dbd,edc46fa64b4c42da986ad71681165d68,9493f0a785394acb9aac02ca5e474c32,4,2024-07-04 22:21:24,1845.01
5354163bae164e15840b00e018f1f61a,37eaffefa083497e883e78e6c08872cb,7771fe55e4bf48e5969578fd83af6877,5,2023-12-15 22:21:24,61.51
0e7c8e8b5a5745549b3b15e416e6fe44,37eaffefa083497e883e78e6c08872cb,515d16c0029e423a9d88a11efede4744,1,2024-07-29 22:21:24,599.38
c65237cd461f419bbef437f24d78d168,bb8e394f4c10472983925fba557fcb4f,5f6d1c08b5e44dec867a9966e6829a51,1,2024-08-29 22:21:24,641.13
35f4b667313f4239b6fef9aec54a5680,8a0ab6ad7ddd4cf99a8e7787261d1167,7270779a92564530b903d2b1bdd3ead9,2,2023-10-14 22:21:24,26.37
70775ca0d1c34284a538b35e86f75d66,3fa94a44deb840f9ae35726fbb5b2c80,34fc6c1a7c044ac2918e809ee2b00e88,2,2023-10-17 22:21:24,375.82
e847ba0ff9f24cf880dfa490cc191aac,06a4f9cefa764524b6f9de5678f1b3f4,7a34301769594c4c9354c8487ed2908a,5,2024-03-18 22:21:24,1376.31
88a1d3d93fc24c7ea3bacac4bdeac992,25d4dda0242c47ec83a0bffce340fb60,d06b86b083344dd6a63550e34204d4c1,5,2024-07-30 22:21:24,319.95
47fe98fa18084b0491736ce919e30f6e,65b9a124801d42fabc55ce2e83e02483,9d2fc9d1017d4906b1a9bca923670570,3,2024-01-08 22:21:24,1326.5
bcd404122d6047e6a8285075416afd26,0e190705dde445fe8f5f5afd5cc68fbb,e9cc5ca6f31644a7873333da26fcd299,5,2024-01-29 22:21:24,978.97
a8f5de3da12d45f9a1e90cb3092ebf2e,0d25113f9e5f4a409bd6235807a7c8f5,568cb33f1f9b434793c6bcfd1a502276,2,2023-10-09 22:21:24,850.65
732f1808d906420a9206b8beb66d8111,37eaffefa083497e883e78e6c08872cb,db7c959661ea4383a3bef32728be4225,1,2024-08-23 22:21:24,254.49
bbe5bdecfa6b4d2abaa4e68d9dab0668,a132191fd3d040d6a26fef58bd8e2276,2431420adea246069b665cb67c6e6175,4,2024-10-01 22:21:24,1561.98
391a0bed63ed42a9a73fcc47252ab0c0,857c3d07cb4349e9b848b72ae36f56c5,767b75dfcdd647078adf2f660f0d6450,1,2024-06-02 22:21:24,1820.34
a18a6a4631d54d0c9f1322292c8b32e2,9396d3e55c06481380cb02fe162bde6f,43b966e94d0a4a0986fe2244b7690074,2,2024-02-18 22:21:24,1809.03
3809c4da972b4bd1bfccdeedf9825bcb,801e9fc41889444ba2de362723952f0d,43b966e94d0a4a0986fe2244b7690074,2,2024-01-27 22:21:24,1840.65
54a3796f71864de1ab26e4e8b536d10f,bb9b41755a174fea95db37c79c47336d,a383032f4b914a92b4168e17b4d5c3b8,4,2023-10-11 22:21:24,1381.13
cfa1cfdd9d3a433dbad96f0eca29125b,66b6c1b85e414138a60439697f95fbab,281e807be26f40db984a00a2bbefa373,4,2023-12-13 22:21:24,757.94
61f42ac93d8b47eea29839506d246519,0d25113f9e5f4a409bd6235807a7c8f5,8ccd6cbe27ab42478c8df4087216fcb5,2,2024-02-28 22:21:24,1998.35
834687bde29e4ccfa25333a7d409181d,5c19464e63184852b1cfebf361f6f406,27f544d1cd1c442890be93c350332a16,5,2023-10-20 22:21:24,413.91
bd3c149498894fa8946b2aa3c28cc557,0d25113f9e5f4a409bd6235807a7c8f5,7771fe55e4bf48e5969578fd83af6877,2,2024-07-03 22:21:24,1558.78
3ecb6f2b09c94395aaff4c97d3d581eb,95c1712104264f31b41f9303e13aa7e1,a20273cd79194c10a736ed78682e9dc8,3,2024-05-29 22:21:24,763.07
4d96df6dfa434e15a3c0def92286feae,04f7f08958f64941903154301ec2ced5,2431420adea246069b665cb67c6e6175,4,2024-05-01 22:21:24,1790.52
ae30fd48927e4c76b2d8cea5dd3de34c,72eb18b3b9d046af9618fe7dcdbbdab4,5bb70ac77c28405ea48ec319576166d0,1,2024-09-23 22:21:24,788.98
d0be539f082c44b6b8e205826609c963,738428280c724a45ac12f7f127642b2f,f050579b56fb47f9a623dba3bd6495f8,1,2024-09-26 22:21:24,966.73
b443d0e15b974ddbaef45771cccc9fbd,db58dd22739b46b6806b692ea16de5a7,7270779a92564530b903d2b1bdd3ead9,5,2023-10-18 22:21:24,315.52
9a05bfaddce74f83bd88c3180eeb69c0,d059c83c805942d296cf464f2bd3cf44,5bb70ac77c28405ea48ec319576166d0,5,2024-05-16 22:21:24,548.61
60eeff2ef53d4263bc0295f92b3edb35,b160a0ef08fa4ce1951efc3c07e00049,515d16c0029e423a9d88a11efede4744,5,2024-04-23 22:21:24,1675.97
3de5633d13f14a638abccb8635f0faed,1a298d3ba2e84029a69cbba782f58324,873af4e9ad484a6caab2fee1aef4c763,2,2023-12-08 22:21:24,296.39
3ee4a3b4eef94ed3ae2ecfb16fdaa326,8bf497197a4f4e6788f362215b43b3f2,1547b4f91f81460085eed7c4b96626d0,1,2024-08-25 22:21:24,1643.5
1e7cb005e0fd4324a0c47da9e79aae25,f0bf0473bd5b4239bd43063bf2bca906,e985b8e58c3644ad9706d278d431afdf,5,2024-09-19 22:21:24,1025.4
ebb4179de80f4b0aa054c225603fcd34,a541020ae4554d5d9e0075955aa07f78,7270779a92564530b903d2b1bdd3ead9,3,2023-11-05 22:21:24,57.63
349bd95ac2a84b37960a586464e60fc7,db58dd22739b46b6806b692ea16de5a7,74736fcf4a2046d98e6e66fb9fe8ee1c,3,2024-04-25 22:21:24,1553.78
18e1032e75a24c9c9def0975c2e2b820,db58dd22739b46b6806b692ea16de5a7,539e8076619b4f57b60787ab58298761,5,2024-03-23 22:21:24,627.89
62776c1f78854e97a1122232ee1ba78f,df4071ab526a4ead8d3ddfd368ba578b,4c98aeada64e4a478df5ff2ccaacebec,4,2024-08-19 22:21:24,601.7
dfd32be1d01d4071bc2e3ef586b86cb9,3fa94a44deb840f9ae35726fbb5b2c80,b4c3721f36ad41b0a34c6b0c6b353c95,3,2023-12-03 22:21:24,1804.73
